bv,mag,spec,o,b,a,f,g,k,m
1.084,-0.658,K,0,0,0,0,0,1,0
0.74,5.135,G,0,0,0,0,1,0,0
0.133,-0.028,A,0,0,1,0,0,0,0
0.493,1.542,F,0,0,0,1,0,0,0
0.653,3.709,G,0,0,0,0,1,0,0
1.532,-1.138,K,0,0,0,0,0,1,0
0.463,3.554,F,0,0,0,1,0,0,0
1.011,1.826,K,0,0,0,0,0,1,0
0.739,-0.484,G,0,0,0,0,1,0,0
0.271,2.568,A,0,0,1,0,0,0,0
0.909,2.774,K,0,0,0,0,0,1,0
1.014,0.612,G,0,0,0,0,1,0,0
0.466,1.705,F,0,0,0,1,0,0,0
1.59,-11.54,K,0,0,0,0,0,1,0
1.01,0.185,K,0,0,0,0,0,1,0
0.249,2.26,A,0,0,1,0,0,0,0
0.798,6.104,K,0,0,0,0,0,1,0
0.451,3.651,F,0,0,0,1,0,0,0
0.595,3.179,F,0,0,0,1,0,0,0
1.124,0.825,G,0,0,0,0,1,0,0
1.703,-0.71,M,0,0,0,0,0,0,1
-0.018,0.098,B,0,1,0,0,0,0,0
0.584,2.791,F,0,0,0,1,0,0,0
0.9,-1.301,G,0,0,0,0,1,0,0
0.379,3.045,F,0,0,0,1,0,0,0
1.008,1.185,K,0,0,0,0,0,1,0
0.951,1.903,G,0,0,0,0,1,0,0
0.79,1.002,G,0,0,0,0,1,0,0
0.17,1.502,A,0,0,1,0,0,0,0
0.953,0.989,G,0,0,0,0,1,0,0
0.456,2.876,F,0,0,0,1,0,0,0
1.158,1.348,K,0,0,0,0,0,1,0
1.074,-0.337,M,0,0,0,0,0,0,1
1.127,1.479,K,0,0,0,0,0,1,0
0.478,1.958,F,0,0,0,1,0,0,0
-0.146,0.112,B,0,1,0,0,0,0,0
0.141,1.459,A,0,0,1,0,0,0,0
1.196,1.924,K,0,0,0,0,0,1,0
0.244,3.072,A,0,0,1,0,0,0,0
0.964,2.066,G,0,0,0,0,1,0,0
0.181,1.533,A,0,0,1,0,0,0,0
0.61,4.373,G,0,0,0,0,1,0,0
0.595,4.366,G,0,0,0,0,1,0,0
0.57,3.672,F,0,0,0,1,0,0,0
1.087,1.242,K,0,0,0,0,0,1,0
0.631,3.669,G,0,0,0,0,1,0,0
1.45,-0.738,K,0,0,0,0,0,1,0
1.271,0.456,K,0,0,0,0,0,1,0
0.505,3.178,F,0,0,0,1,0,0,0
0.156,2.127,A,0,0,1,0,0,0,0
0.408,0.951,F,0,0,0,1,0,0,0
0.434,3.113,F,0,0,0,1,0,0,0
0.184,1.622,A,0,0,1,0,0,0,0
0.306,3.572,A,0,0,1,0,0,0,0
1.042,2.173,K,0,0,0,0,0,1,0
1.119,0.782,K,0,0,0,0,0,1,0
0.617,2.955,F,0,0,0,1,0,0,0
0.961,2.737,G,0,0,0,0,1,0,0
1.079,1.089,G,0,0,0,0,1,0,0
0.207,0.756,A,0,0,1,0,0,0,0
0.215,0.939,A,0,0,1,0,0,0,0
1.113,0.384,K,0,0,0,0,0,1,0
0.55,3.546,G,0,0,0,0,1,0,0
1.227,1.245,K,0,0,0,0,0,1,0
1.366,-1.051,K,0,0,0,0,0,1,0
0.73,4.938,G,0,0,0,0,1,0,0
0.393,3.126,F,0,0,0,1,0,0,0
1.053,1.237,K,0,0,0,0,0,1,0
0.915,1.557,G,0,0,0,0,1,0,0
0.624,4.848,G,0,0,0,0,1,0,0
0.31,0.304,A,0,0,1,0,0,0,0
1.034,1.024,G,0,0,0,0,1,0,0
1.064,2.185,K,0,0,0,0,0,1,0
0.789,4.59,K,0,0,0,0,0,1,0
1.193,0.841,G,0,0,0,0,1,0,0
0.57,4.551,G,0,0,0,0,1,0,0
1.169,2.227,K,0,0,0,0,0,1,0
-0.038,-0.297,B,0,1,0,0,0,0,0
0.098,-0.59,A,0,0,1,0,0,0,0
1.179,-0.625,K,0,0,0,0,0,1,0
0.47,1.331,F,0,0,0,1,0,0,0
0.626,4.63,G,0,0,0,0,1,0,0
0.071,0.442,A,0,0,1,0,0,0,0
0.157,2.446,A,0,0,1,0,0,0,0
0.988,0.724,K,0,0,0,0,0,1,0
0.493,2.851,G,0,0,0,0,1,0,0
1.46,9.043,M,0,0,0,0,0,0,1
0.508,2.138,F,0,0,0,1,0,0,0
0.606,2.749,F,0,0,0,1,0,0,0
0.675,4.477,G,0,0,0,0,1,0,0
0.358,3.351,F,0,0,0,1,0,0,0
1.618,-1.918,K,0,0,0,0,0,1,0
0.419,3.806,F,0,0,0,1,0,0,0
0.435,1.677,F,0,0,0,1,0,0,0
0.998,-1.425,G,0,0,0,0,1,0,0
1.664,-2.7,M,0,0,0,0,0,0,1
0.415,2.115,F,0,0,0,1,0,0,0
1.326,0.162,K,0,0,0,0,0,1,0
0.504,3.654,F,0,0,0,1,0,0,0
0.963,0.871,G,0,0,0,0,1,0,0
-0.006,1.216,A,0,0,1,0,0,0,0
0.406,2.021,F,0,0,0,1,0,0,0
1.125,0.806,K,0,0,0,0,0,1,0
0.473,1.785,F,0,0,0,1,0,0,0
1.113,1.397,K,0,0,0,0,0,1,0
0.471,2.869,F,0,0,0,1,0,0,0
0.588,4.626,G,0,0,0,0,1,0,0
0.481,2.106,F,0,0,0,1,0,0,0
0.296,2.788,F,0,0,0,1,0,0,0
0.965,1.392,G,0,0,0,0,1,0,0
0.994,1.34,G,0,0,0,0,1,0,0
0.473,2.682,F,0,0,0,1,0,0,0
1.568,-0.214,K,0,0,0,0,0,1,0
0.46,0.618,F,0,0,0,1,0,0,0
0.976,0.533,K,0,0,0,0,0,1,0
1.43,-1.196,K,0,0,0,0,0,1,0
0.51,3.271,F,0,0,0,1,0,0,0
1.146,-0.245,K,0,0,0,0,0,1,0
1.64,0.102,M,0,0,0,0,0,0,1
1.053,-10.86,K,0,0,0,0,0,1,0
0.537,3.958,G,0,0,0,0,1,0,0
0.885,6.164,G,0,0,0,0,1,0,0
1.087,1.553,K,0,0,0,0,0,1,0
1.64,-10.95,K,0,0,0,0,0,1,0
0.62,3.824,G,0,0,0,0,1,0,0
0.364,2.543,A,0,0,1,0,0,0,0
0.242,1.246,A,0,0,1,0,0,0,0
1.043,0.862,G,0,0,0,0,1,0,0
0.738,0.778,G,0,0,0,0,1,0,0
0.417,2.024,F,0,0,0,1,0,0,0
1.26,8.509,M,0,0,0,0,0,0,1
0.714,3.805,G,0,0,0,0,1,0,0
0.432,3.034,F,0,0,0,1,0,0,0
0.383,2.721,F,0,0,0,1,0,0,0
0.811,3.699,G,0,0,0,0,1,0,0
0.8,3.064,G,0,0,0,0,1,0,0
0.549,2.083,F,0,0,0,1,0,0,0
0.476,1.989,F,0,0,0,1,0,0,0
1.01,0.824,K,0,0,0,0,0,1,0
1.339,0.454,K,0,0,0,0,0,1,0
1.4,-11.58,K,0,0,0,0,0,1,0
-0.122,-1.208,B,0,1,0,0,0,0,0
0.671,3.695,G,0,0,0,0,1,0,0
0.38,1.155,F,0,0,0,1,0,0,0
0.461,1.823,G,0,0,0,0,1,0,0
0.537,3.067,G,0,0,0,0,1,0,0
0.972,2.679,K,0,0,0,0,0,1,0
0.561,3.656,F,0,0,0,1,0,0,0
0.617,3.938,F,0,0,0,1,0,0,0
0.812,5.525,G,0,0,0,0,1,0,0
0.68,4.225,G,0,0,0,0,1,0,0
0.932,3.336,K,0,0,0,0,0,1,0
1.033,0.661,G,0,0,0,0,1,0,0
0.446,3.832,F,0,0,0,1,0,0,0
0.644,3.508,G,0,0,0,0,1,0,0
0.203,0.894,A,0,0,1,0,0,0,0
0.414,0.975,F,0,0,0,1,0,0,0
0.83,4.62,G,0,0,0,0,1,0,0
0.08,-11.76,B,0,1,0,0,0,0,0
0.442,2.265,F,0,0,0,1,0,0,0
1.013,0.652,K,0,0,0,0,0,1,0
0.484,2.849,F,0,0,0,1,0,0,0
0.031,0.53,B,0,1,0,0,0,0,0
0.66,3.774,G,0,0,0,0,1,0,0
1.22,0.447,G,0,0,0,0,1,0,0
0.49,0.583,G,0,0,0,0,1,0,0
1.439,-0.544,K,0,0,0,0,0,1,0
0.687,4.662,G,0,0,0,0,1,0,0
1.005,1.671,G,0,0,0,0,1,0,0
1.029,1.27,K,0,0,0,0,0,1,0
1.068,1.495,K,0,0,0,0,0,1,0
0.524,1.655,F,0,0,0,1,0,0,0
0.499,3.799,F,0,0,0,1,0,0,0
0.355,2.979,F,0,0,0,1,0,0,0
1.565,2.785,M,0,0,0,0,0,0,1
1.128,0.989,K,0,0,0,0,0,1,0
1.5,0.769,M,0,0,0,0,0,0,1
0.952,1.139,G,0,0,0,0,1,0,0
1.63,-10.67,K,0,0,0,0,0,1,0
0.075,-10.65,B,0,1,0,0,0,0,0
1.571,0.582,M,0,0,0,0,0,0,1
0.437,2.287,F,0,0,0,1,0,0,0
0.965,6.49,K,0,0,0,0,0,1,0
0.469,3.898,F,0,0,0,1,0,0,0
0.486,0.177,F,0,0,0,1,0,0,0
0.644,4.14,G,0,0,0,0,1,0,0
0.56,2.808,G,0,0,0,0,1,0,0
0.906,3.709,G,0,0,0,0,1,0,0
0.955,1.043,G,0,0,0,0,1,0,0
0.833,5.126,K,0,0,0,0,0,1,0
0.716,4.228,G,0,0,0,0,1,0,0
0.41,2.417,F,0,0,0,1,0,0,0
0.164,0.733,A,0,0,1,0,0,0,0
1.301,0.158,K,0,0,0,0,0,1,0
1.072,1.702,K,0,0,0,0,0,1,0
0.595,4.672,G,0,0,0,0,1,0,0
1.219,-12.23,G,0,0,0,0,1,0,0
1.611,-1.027,K,0,0,0,0,0,1,0
1.011,3.458,K,0,0,0,0,0,1,0
0.974,0.151,K,0,0,0,0,0,1,0
1.166,-0.832,K,0,0,0,0,0,1,0
0.62,3.33,F,0,0,0,1,0,0,0
0.542,3.404,G,0,0,0,0,1,0,0
0.964,1.359,K,0,0,0,0,0,1,0
0.139,1.451,A,0,0,1,0,0,0,0
1.014,1.046,K,0,0,0,0,0,1,0
-0.064,0.683,B,0,1,0,0,0,0,0
1.049,0.828,K,0,0,0,0,0,1,0
0.456,2.913,F,0,0,0,1,0,0,0
0.251,1.634,A,0,0,1,0,0,0,0
1.031,0.752,G,0,0,0,0,1,0,0
0.345,2.503,F,0,0,0,1,0,0,0
0.476,3.077,F,0,0,0,1,0,0,0
0.539,0.805,F,0,0,0,1,0,0,0
0.293,1.531,A,0,0,1,0,0,0,0
0.371,2.679,F,0,0,0,1,0,0,0
1.077,6.284,K,0,0,0,0,0,1,0
1.603,-0.93,M,0,0,0,0,0,0,1
1.042,1.621,K,0,0,0,0,0,1,0
1.156,-0.114,G,0,0,0,0,1,0,0
0.7,4.448,G,0,0,0,0,1,0,0
0.594,1.229,F,0,0,0,1,0,0,0
0.409,3.202,F,0,0,0,1,0,0,0
1.377,-0.236,K,0,0,0,0,0,1,0
0.524,2.601,F,0,0,0,1,0,0,0
0.815,-10.66,G,0,0,0,0,1,0,0
0.526,2.894,F,0,0,0,1,0,0,0
1.032,1.744,K,0,0,0,0,0,1,0
0.356,0.838,F,0,0,0,1,0,0,0
1.311,-12.17,G,0,0,0,0,1,0,0
1.104,0.53,K,0,0,0,0,0,1,0
-0.053,-1.284,B,0,1,0,0,0,0,0
0.411,3.08,F,0,0,0,1,0,0,0
0.973,2.011,K,0,0,0,0,0,1,0
0.405,-2.874,F,0,0,0,1,0,0,0
0.437,3.022,F,0,0,0,1,0,0,0
1.12,2.076,K,0,0,0,0,0,1,0
0.423,3.725,F,0,0,0,1,0,0,0
0.511,3.152,F,0,0,0,1,0,0,0
0.578,4.42,G,0,0,0,0,1,0,0
0.508,3.307,F,0,0,0,1,0,0,0
0.473,2.608,A,0,0,1,0,0,0,0
1.042,1.036,K,0,0,0,0,0,1,0
1.232,-10.51,K,0,0,0,0,0,1,0
0.528,2.354,F,0,0,0,1,0,0,0
1.528,-0.701,M,0,0,0,0,0,0,1
0.503,2.291,F,0,0,0,1,0,0,0
0.471,2.539,G,0,0,0,0,1,0,0
1.487,-0.508,K,0,0,0,0,0,1,0
0.491,3.783,F,0,0,0,1,0,0,0
-0.074,0.469,B,0,1,0,0,0,0,0
1.429,-0.597,K,0,0,0,0,0,1,0
0.144,1.627,A,0,0,1,0,0,0,0
-0.017,-2,B,0,1,0,0,0,0,0
1.037,1.372,K,0,0,0,0,0,1,0
0.563,2.774,F,0,0,0,1,0,0,0
1.462,-10.37,M,0,0,0,0,0,0,1
0.372,2.421,F,0,0,0,1,0,0,0
0.077,1.948,A,0,0,1,0,0,0,0
0.574,4.381,G,0,0,0,0,1,0,0
1.165,0.502,K,0,0,0,0,0,1,0
0.497,3.464,F,0,0,0,1,0,0,0
0.503,3.76,F,0,0,0,1,0,0,0
0.674,2.102,B,0,1,0,0,0,0,0
0.692,2.26,G,0,0,0,0,1,0,0
1,1.464,K,0,0,0,0,0,1,0
0.099,-0.332,B,0,1,0,0,0,0,0
0.588,3.623,G,0,0,0,0,1,0,0
0.878,1.311,G,0,0,0,0,1,0,0
0.146,-0.591,B,0,1,0,0,0,0,0
1.028,0.567,K,0,0,0,0,0,1,0
0.551,4.183,F,0,0,0,1,0,0,0
0.405,2.817,F,0,0,0,1,0,0,0
0.951,0.788,K,0,0,0,0,0,1,0
1.354,-1.965,M,0,0,0,0,0,0,1
0.517,2.061,F,0,0,0,1,0,0,0
1.677,0.948,K,0,0,0,0,0,1,0
-0.015,0.575,B,0,1,0,0,0,0,0
0.024,1.298,A,0,0,1,0,0,0,0
1.253,-12.29,K,0,0,0,0,0,1,0
0.689,4.251,G,0,0,0,0,1,0,0
0.575,4.416,G,0,0,0,0,1,0,0
1.169,-11.12,K,0,0,0,0,0,1,0
0.56,1.899,B,0,1,0,0,0,0,0
1.096,1.172,K,0,0,0,0,0,1,0
1.302,0.475,M,0,0,0,0,0,0,1
0.5,2.097,F,0,0,0,1,0,0,0
0.435,3.98,F,0,0,0,1,0,0,0
0.477,3.58,F,0,0,0,1,0,0,0
1.418,8.824,M,0,0,0,0,0,0,1
1.395,8.383,M,0,0,0,0,0,0,1
1.076,-0.753,G,0,0,0,0,1,0,0
0.998,0.556,G,0,0,0,0,1,0,0
1.269,-9.65,M,0,0,0,0,0,0,1
1.212,-0.781,K,0,0,0,0,0,1,0
0.585,2.641,F,0,0,0,1,0,0,0
0.473,3.575,F,0,0,0,1,0,0,0
0.184,2.822,A,0,0,1,0,0,0,0
1.025,0.213,G,0,0,0,0,1,0,0
0.863,3.375,K,0,0,0,0,0,1,0
1.33,1.582,K,0,0,0,0,0,1,0
1.163,1.194,K,0,0,0,0,0,1,0
0.487,3.525,F,0,0,0,1,0,0,0
0.57,-8.2,F,0,0,0,1,0,0,0
1.14,1.637,K,0,0,0,0,0,1,0
1.2,0.564,K,0,0,0,0,0,1,0
0.7,4.665,G,0,0,0,0,1,0,0
0.127,1.013,A,0,0,1,0,0,0,0
1.254,7.258,K,0,0,0,0,0,1,0
1.406,-10.97,K,0,0,0,0,0,1,0
1.004,1.07,K,0,0,0,0,0,1,0
0.755,5.28,K,0,0,0,0,0,1,0
0.581,4.52,G,0,0,0,0,1,0,0
0.515,3.944,G,0,0,0,0,1,0,0
0.473,3.527,F,0,0,0,1,0,0,0
0.94,0.857,K,0,0,0,0,0,1,0
0.807,5.473,G,0,0,0,0,1,0,0
1.122,0.061,K,0,0,0,0,0,1,0
1.532,-1.894,K,0,0,0,0,0,1,0
0.409,1.596,F,0,0,0,1,0,0,0
1.152,1.479,K,0,0,0,0,0,1,0
0.619,4.51,G,0,0,0,0,1,0,0
1.346,-1.521,K,0,0,0,0,0,1,0
0.551,2.004,F,0,0,0,1,0,0,0
0.994,0.902,K,0,0,0,0,0,1,0
1.293,3.202,K,0,0,0,0,0,1,0
0.185,2.291,A,0,0,1,0,0,0,0
0.891,6.146,K,0,0,0,0,0,1,0
1.12,1.161,K,0,0,0,0,0,1,0
0.561,2.599,F,0,0,0,1,0,0,0
0.916,1.112,G,0,0,0,0,1,0,0
0.966,1.38,K,0,0,0,0,0,1,0
0.137,-12.91,B,0,1,0,0,0,0,0
0.518,3.626,F,0,0,0,1,0,0,0
0.142,-0.271,A,0,0,1,0,0,0,0
0.643,5.253,G,0,0,0,0,1,0,0
1.126,1.643,K,0,0,0,0,0,1,0
0.2,-1.416,B,0,1,0,0,0,0,0
1,1.973,K,0,0,0,0,0,1,0
0.515,3.094,F,0,0,0,1,0,0,0
1.071,7.282,K,0,0,0,0,0,1,0
0.228,0.341,B,0,1,0,0,0,0,0
0.459,3.6,F,0,0,0,1,0,0,0
0.63,-12.94,F,0,0,0,1,0,0,0
0.481,3.677,F,0,0,0,1,0,0,0
0.646,3.97,G,0,0,0,0,1,0,0
0.891,1.749,G,0,0,0,0,1,0,0
0.599,5.135,G,0,0,0,0,1,0,0
0.491,2.981,F,0,0,0,1,0,0,0
0.038,0.286,A,0,0,1,0,0,0,0
1.14,1.164,K,0,0,0,0,0,1,0
0.26,2.677,A,0,0,1,0,0,0,0
0.557,4.498,G,0,0,0,0,1,0,0
0.695,4.701,G,0,0,0,0,1,0,0
1.125,1.957,G,0,0,0,0,1,0,0
0.625,2.744,G,0,0,0,0,1,0,0
0.392,3.363,F,0,0,0,1,0,0,0
1.6,-0.154,K,0,0,0,0,0,1,0
1.041,1.154,K,0,0,0,0,0,1,0
1.467,-0.347,K,0,0,0,0,0,1,0
0.403,0.392,F,0,0,0,1,0,0,0
0.99,0.631,K,0,0,0,0,0,1,0
1.634,-0.673,M,0,0,0,0,0,0,1
0.398,2.119,F,0,0,0,1,0,0,0
1.048,0.57,K,0,0,0,0,0,1,0
1.074,0.115,K,0,0,0,0,0,1,0
1.045,6.625,K,0,0,0,0,0,1,0
0.758,3.752,G,0,0,0,0,1,0,0
0.43,3.754,F,0,0,0,1,0,0,0
1.29,-11.32,K,0,0,0,0,0,1,0
1.269,1.188,K,0,0,0,0,0,1,0
1.243,1.705,K,0,0,0,0,0,1,0
1.082,1.431,K,0,0,0,0,0,1,0
0.262,1.476,F,0,0,0,1,0,0,0
1.314,-0.728,K,0,0,0,0,0,1,0
1.478,-1.113,K,0,0,0,0,0,1,0
0.479,1.984,F,0,0,0,1,0,0,0
0.448,3.083,F,0,0,0,1,0,0,0
0.335,2.542,F,0,0,0,1,0,0,0
1.047,1.229,K,0,0,0,0,0,1,0
1.537,-12.05,M,0,0,0,0,0,0,1
1.709,-1.503,M,0,0,0,0,0,0,1
1.151,1.906,K,0,0,0,0,0,1,0
0.6,5.401,G,0,0,0,0,1,0,0
0.643,4.574,G,0,0,0,0,1,0,0
0.934,0.251,G,0,0,0,0,1,0,0
0.415,2.937,F,0,0,0,1,0,0,0
1.583,1.239,K,0,0,0,0,0,1,0
0.669,4.525,G,0,0,0,0,1,0,0
0.521,2.555,F,0,0,0,1,0,0,0
0.022,0.108,A,0,0,1,0,0,0,0
0.739,5.375,K,0,0,0,0,0,1,0
0.707,4.703,K,0,0,0,0,0,1,0
0.471,3,F,0,0,0,1,0,0,0
0.995,2.896,K,0,0,0,0,0,1,0
0.743,5.243,G,0,0,0,0,1,0,0
0.352,2.227,F,0,0,0,1,0,0,0
0.364,1.927,F,0,0,0,1,0,0,0
1.522,-2.275,K,0,0,0,0,0,1,0
0.054,-1.48,B,0,1,0,0,0,0,0
1.112,0.756,K,0,0,0,0,0,1,0
0.724,2.784,G,0,0,0,0,1,0,0
1.106,0.872,K,0,0,0,0,0,1,0
0.029,1.182,A,0,0,1,0,0,0,0
0.945,3.704,K,0,0,0,0,0,1,0
1.363,-1.201,K,0,0,0,0,0,1,0
0.565,4.3,F,0,0,0,1,0,0,0
0.659,4.062,F,0,0,0,1,0,0,0
0.873,1.161,G,0,0,0,0,1,0,0
1.051,0.719,K,0,0,0,0,0,1,0
0.98,1.46,K,0,0,0,0,0,1,0
0.79,4.039,G,0,0,0,0,1,0,0
0.939,5.998,K,0,0,0,0,0,1,0
1.639,-0.978,K,0,0,0,0,0,1,0
0.353,2.645,A,0,0,1,0,0,0,0
1.345,0.363,K,0,0,0,0,0,1,0
0.402,2.948,F,0,0,0,1,0,0,0
1.1,1.281,K,0,0,0,0,0,1,0
0.725,3.6,G,0,0,0,0,1,0,0
0.601,3.891,F,0,0,0,1,0,0,0
-0.116,-2.014,B,0,1,0,0,0,0,0
0.775,5.694,K,0,0,0,0,0,1,0
1.63,-0.749,K,0,0,0,0,0,1,0
1.619,-0.333,M,0,0,0,0,0,0,1
0.57,3.579,G,0,0,0,0,1,0,0
0.426,1.283,F,0,0,0,1,0,0,0
1.223,0.448,K,0,0,0,0,0,1,0
0.407,2.557,F,0,0,0,1,0,0,0
0.501,-12.06,A,0,0,1,0,0,0,0
0.505,2.691,F,0,0,0,1,0,0,0
1.099,-0.9,F,0,0,0,1,0,0,0
0.202,1.963,A,0,0,1,0,0,0,0
1.308,7.738,K,0,0,0,0,0,1,0
0.584,4.487,F,0,0,0,1,0,0,0
0.961,0.12,G,0,0,0,0,1,0,0
0.626,3.346,G,0,0,0,0,1,0,0
0.958,1.236,G,0,0,0,0,1,0,0
1.217,1.013,K,0,0,0,0,0,1,0
1.2,-8.56,M,0,0,0,0,0,0,1
0.401,3.874,F,0,0,0,1,0,0,0
1.097,1.727,K,0,0,0,0,0,1,0
0.489,3.67,F,0,0,0,1,0,0,0
1.263,1.799,K,0,0,0,0,0,1,0
1.36,7.325,M,0,0,0,0,0,0,1
1.05,0.958,K,0,0,0,0,0,1,0
0.899,-11.83,G,0,0,0,0,1,0,0
0.453,3.491,F,0,0,0,1,0,0,0
0.856,2.549,G,0,0,0,0,1,0,0
0.689,4.6,G,0,0,0,0,1,0,0
1.05,0.989,G,0,0,0,0,1,0,0
1.165,-1.823,K,0,0,0,0,0,1,0
0.226,1.233,A,0,0,1,0,0,0,0
1.005,1.993,K,0,0,0,0,0,1,0
1.24,0.325,K,0,0,0,0,0,1,0
1.53,0.321,K,0,0,0,0,0,1,0
-0.19,-2.567,B,0,1,0,0,0,0,0
1.4,10.981,M,0,0,0,0,0,0,1
1.279,0.701,K,0,0,0,0,0,1,0
1.136,1.802,K,0,0,0,0,0,1,0
0.396,3.27,F,0,0,0,1,0,0,0
0.48,2.692,F,0,0,0,1,0,0,0
0.333,2.842,F,0,0,0,1,0,0,0
1.71,-1.595,M,0,0,0,0,0,0,1
0.061,0.576,A,0,0,1,0,0,0,0
0.68,0.647,G,0,0,0,0,1,0,0
0.57,2.397,B,0,1,0,0,0,0,0
1.19,7.108,K,0,0,0,0,0,1,0
1.037,1.12,K,0,0,0,0,0,1,0
1.079,0.286,K,0,0,0,0,0,1,0
1.202,2.313,K,0,0,0,0,0,1,0
0.913,6.352,K,0,0,0,0,0,1,0
0.331,2.996,F,0,0,0,1,0,0,0
1,2.3,K,0,0,0,0,0,1,0
0.178,-0.168,A,0,0,1,0,0,0,0
0.083,1.519,A,0,0,1,0,0,0,0
0.214,2.146,A,0,0,1,0,0,0,0
0.993,0.614,K,0,0,0,0,0,1,0
1.556,9.68,M,0,0,0,0,0,0,1
1.257,0.593,K,0,0,0,0,0,1,0
0.442,2.01,F,0,0,0,1,0,0,0
1.548,-2.053,K,0,0,0,0,0,1,0
1.134,0.024,K,0,0,0,0,0,1,0
1.055,1.287,G,0,0,0,0,1,0,0
1.49,-0.978,K,0,0,0,0,0,1,0
0.097,1.183,A,0,0,1,0,0,0,0
0.18,1.852,A,0,0,1,0,0,0,0
1.096,0.884,K,0,0,0,0,0,1,0
0.44,3.332,F,0,0,0,1,0,0,0
-0.117,-11.27,B,0,1,0,0,0,0,0
0.559,3.039,G,0,0,0,0,1,0,0
1.31,0.598,K,0,0,0,0,0,1,0
1.257,-0.216,K,0,0,0,0,0,1,0
0.465,3.784,F,0,0,0,1,0,0,0
1.155,-0.069,K,0,0,0,0,0,1,0
1.58,-10.52,M,0,0,0,0,0,0,1
1.633,-11.1,K,0,0,0,0,0,1,0
0.631,3.262,G,0,0,0,0,1,0,0
0.743,5.523,G,0,0,0,0,1,0,0
0.513,2.987,F,0,0,0,1,0,0,0
-0.165,-0.112,B,0,1,0,0,0,0,0
0.628,3.984,G,0,0,0,0,1,0,0
1.297,-11.26,K,0,0,0,0,0,1,0
1.12,-1.032,G,0,0,0,0,1,0,0
0.962,6.271,K,0,0,0,0,0,1,0
0.947,0.657,G,0,0,0,0,1,0,0
0.523,3.461,G,0,0,0,0,1,0,0
0.115,-0.542,A,0,0,1,0,0,0,0
0.009,1.152,A,0,0,1,0,0,0,0
1.626,-0.013,M,0,0,0,0,0,0,1
0.398,2.265,F,0,0,0,1,0,0,0
0.416,0.322,A,0,0,1,0,0,0,0
1.341,-0.786,K,0,0,0,0,0,1,0
0.645,5.215,G,0,0,0,0,1,0,0
1.12,0.942,K,0,0,0,0,0,1,0
1.735,-0.943,M,0,0,0,0,0,0,1
0.661,-0.011,A,0,0,1,0,0,0,0
0.534,1.73,F,0,0,0,1,0,0,0
0.521,3.953,F,0,0,0,1,0,0,0
1.07,1.527,G,0,0,0,0,1,0,0
0.45,3.705,F,0,0,0,1,0,0,0
0.461,3.704,F,0,0,0,1,0,0,0
1.195,0.472,G,0,0,0,0,1,0,0
1.468,0.433,K,0,0,0,0,0,1,0
0.462,3.384,F,0,0,0,1,0,0,0
1.145,0.86,K,0,0,0,0,0,1,0
0.214,1.188,A,0,0,1,0,0,0,0
0.035,0.71,A,0,0,1,0,0,0,0
0.64,3.887,G,0,0,0,0,1,0,0
0.794,1.274,G,0,0,0,0,1,0,0
1.697,-1.363,M,0,0,0,0,0,0,1
0.502,3.169,F,0,0,0,1,0,0,0
0.73,5.071,G,0,0,0,0,1,0,0
0.356,1.606,A,0,0,1,0,0,0,0
0.831,4.378,K,0,0,0,0,0,1,0
1.029,0.009,G,0,0,0,0,1,0,0
0.563,2.773,F,0,0,0,1,0,0,0
1.34,0.619,K,0,0,0,0,0,1,0
0.618,3.467,G,0,0,0,0,1,0,0
1.251,1.057,K,0,0,0,0,0,1,0
0.475,3.459,F,0,0,0,1,0,0,0
-0.015,0.53,B,0,1,0,0,0,0,0
1.601,-1.129,M,0,0,0,0,0,0,1
0.472,2.736,F,0,0,0,1,0,0,0
1.071,-0.375,K,0,0,0,0,0,1,0
0.494,2.581,F,0,0,0,1,0,0,0
0.984,-10.83,F,0,0,0,1,0,0,0
1.01,1.423,G,0,0,0,0,1,0,0
1.172,0.179,K,0,0,0,0,0,1,0
1.534,-11.23,M,0,0,0,0,0,0,1
0.476,4.142,F,0,0,0,1,0,0,0
0.2,-1.389,A,0,0,1,0,0,0,0
1.572,-0.473,M,0,0,0,0,0,0,1
0.461,2.516,F,0,0,0,1,0,0,0
1.401,-11.31,K,0,0,0,0,0,1,0
1.64,-1.246,M,0,0,0,0,0,0,1
1.064,0.898,K,0,0,0,0,0,1,0
0.657,4.804,G,0,0,0,0,1,0,0
0.681,4.409,G,0,0,0,0,1,0,0
1.367,-0.737,K,0,0,0,0,0,1,0
1.03,1.164,G,0,0,0,0,1,0,0
1.2,-0.388,K,0,0,0,0,0,1,0
0.067,1.287,A,0,0,1,0,0,0,0
1.062,0.819,K,0,0,0,0,0,1,0
0.169,-1.315,B,0,1,0,0,0,0,0
1.17,0.183,K,0,0,0,0,0,1,0
0.61,3.841,G,0,0,0,0,1,0,0
0.528,3.119,F,0,0,0,1,0,0,0
0.257,2.076,A,0,0,1,0,0,0,0
0.84,5.608,F,0,0,0,1,0,0,0
0.556,2.992,F,0,0,0,1,0,0,0
0.3,1.721,A,0,0,1,0,0,0,0
0.445,2.598,F,0,0,0,1,0,0,0
-0.084,0.688,B,0,1,0,0,0,0,0
1.499,0.095,M,0,0,0,0,0,0,1
-0.004,0.506,A,0,0,1,0,0,0,0
1,0.176,K,0,0,0,0,0,1,0
1.344,-0.275,K,0,0,0,0,0,1,0
